Image,PSNR,Entropy,Enc_Time,Dec_Time,Security
image(96).jpg,100,7.84679779122385,0.0020177364349365234,0.0,Attack
image(97).jpg,100,7.746722794763035,0.0,0.0,Attack
image(98).jpg,100,7.964675047190535,0.0,0.0020160675048828125,Attack
image(99).jpg,100,7.947849776334992,0.0,0.0,Attack
image.jpg,100,7.963617989816125,0.0,0.0,Attack
N1.JPG,100,7.95410026649683,0.0,0.0,Attack
N11.jpg,100,7.902563577093499,0.0,0.0,Attack
N15.jpg,100,7.897906396928951,0.001508474349975586,0.0,Attack
N16.jpg,100,7.881091478550527,0.0,0.0,Attack
N17.jpg,100,7.8144065474159845,0.0,0.0,Attack
N19.JPG,100,7.923033917639032,0.0,0.0013637542724609375,Attack
N2.JPG,100,7.9740600488905855,0.0,0.0,Attack
N20.JPG,100,7.974692068566979,0.0,0.0,Attack
N21.jpg,100,7.7812618002868374,0.0,0.0,Attack
N22.JPG,100,7.726382524959004,0.0,0.0,Attack
N26.JPG,100,7.8665252367699985,0.0,0.0007772445678710938,Attack
N3.jpg,100,7.749619616426472,0.0,0.0,Attack
N5.jpg,100,7.9128352822831705,0.0007748603820800781,0.0,Attack
N6.jpg,100,7.950246332403759,0.0,0.0,Attack
no 1.jpg,100,7.656097932009524,0.0,0.0,Attack
no 10.jpg,100,7.660498566828952,0.0,0.0,Attack
no 100.jpg,100,7.634599783701955,0.0,0.0,Attack
no 2.jpg,100,7.722267698594155,0.0,0.0,Attack
no 3.jpg,100,7.888020078606823,0.0,0.0,Attack
no 4.jpg,100,7.751852358476767,0.0,0.0,Attack
no 5.jpeg,100,7.652582452023694,0.0,0.0,Attack
no 6.jpg,100,7.966901847874984,0.0,0.0,Attack
no 7.jpeg,100,7.8424354412451365,0.0,0.002009153366088867,Attack
no 8.jpg,100,7.614927888785861,0.0,0.0,Attack
no 89.jpg,100,7.818090758272926,0.0,0.0,Attack
no 9.png,100,7.3885227127230735,0.0,0.0,Attack
no 90.jpg,100,7.838925225163852,0.0,0.0,Attack
no 91.jpeg,100,7.915947687734599,0.00200653076171875,0.0,Attack
no 92.jpg,100,7.932177379769322,0.0,0.0,Attack
no 923.jpg,100,7.885435440668329,0.0006623268127441406,0.0,Attack
no 94.jpg,100,7.638065846399469,0.0,0.0,Attack
no 95.jpg,100,7.910839971075024,0.0,0.0008535385131835938,Attack
no 96.jpg,100,7.866693594337955,0.0,0.0,Attack
no 97.jpg,100,7.859891856045453,0.0,0.0,Attack
no 98.jpg,100,7.745816026164935,0.0,0.0,Attack
no 99.jpg,100,7.845796129444509,0.0,0.0,Attack
no.jpg,100,7.773225387479119,0.0,0.0,Attack
No11.jpg,100,7.860814577287161,0.0,0.0,Attack
No12.jpg,100,7.982582991417151,0.0,0.0,Attack
No13.jpg,100,7.828587877679743,0.0,0.0,Attack
No14.jpg,100,7.722692527880274,0.0,0.0,Attack
No15.jpg,100,7.881586172060349,0.002035856246948242,0.0,Attack
No16.jpg,100,7.740877369693008,0.0,0.0,Attack
No17.jpg,100,7.920341839781304,0.0,0.0,Attack
No18.jpg,100,7.871959640391461,0.0,0.0,Attack
No19.jpg,100,7.855401103832643,0.0,0.0,Attack
No20.jpg,100,7.658402619577197,0.0,0.0,Attack
No21.jpg,100,7.863397504987663,0.0,0.0,Attack
No22.jpg,100,7.773705942517164,0.0,0.0,Attack
no_tumor_brain (1).jpg,100,7.763631458957038,0.0,0.0,Attack
no_tumor_brain (10).jpg,100,7.869395700547161,0.0,0.0,Attack
no_tumor_brain (100).jpg,100,7.79250224872324,0.0,0.0,Attack
no_tumor_brain (101).jpg,100,7.730500026962837,0.0,0.0,Attack
no_tumor_brain (102).jpg,100,7.401958758140253,0.0,0.0,Attack
no_tumor_brain (103).jpg,100,7.799713475719821,0.0,0.0,Attack
no_tumor_brain (104).jpg,100,7.576099330731403,0.0,0.0,Attack
no_tumor_brain (105).jpg,100,7.786275488977745,0.0,0.0,Attack
no_tumor_brain (11).jpg,100,7.8601234195733785,0.0011112689971923828,0.0,Attack
